id,text,category,date,source
124558,"💙 Вспомните всех игроков, которые выигрывали Лигу чемпионов с «ПСЖ»?

➡️Назвать игроков",sport,2026-05-25 15:45:09,https://t.me/sportsru
124557,"🥇🇮🇹 Игроки «Комо» ворвались на пресс-конференцию Фабрегаса и облили его водой после первого в истории выхода в ЛЧ – клуб поднялся в Серию А лишь два года назад

❤️ – буду болеть за них в следующем сезоне!

❤️ Как играет «Комо» при Фабрегасе",sport,2026-05-25 14:58:01,https://t.me/sportsru
124556,"🇷🇺💊 Российский пловец Евгений Сомов завоевал две медали на первой в истории «Олимпиаде на стероидах» − на соревнованиях в Лас-Вегасе официально был разрешен допинг

Сомов выиграл бронзу на 50 м и серебро на 100 м брассом – за эти достижения он заработал 200 тысяч долларов 💰

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-25 14:11:01,https://t.me/sportsru
124555,"❗️❗️❗️❗️❗️❗️ Испания опубликовала заявку на ЧМ-2026 – в ней не оказалось ни одного игрока «Реала»

❤️ Кто такой Виктор Муньос, которого хотят «Реал» и «Барса»",sport,2026-05-25 13:42:15,https://t.me/sportsru
124554,"🔥🔥🔥🔥🔥 Дин Хейсен пропустит ЧМ-2026 (The Athletic)

➡️ Они поедут на турнир: гид по всем сборным ЧМ

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-25 13:39:46,https://t.me/sportsru
124553,"⚽️🇺🇿 Сборная Узбекистана эпично представила самолет, на котором полетит на первый в своей истории чемпионат мира – в презентации поучаствовал даже белый волк

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-25 13:34:01,https://t.me/sportsru
124552,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇰🇪 Фанаты «Арсенала» отмечают чемпионство клуба в Кении − африканцы обещают, что на улицы Найроби выйдет больше болельщиков, чем в Лондоне

➡️ Чемпионство «Арсенала»: 50 героев, фактов и причин

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-25 13:00:09,https://t.me/sportsru
124551,"📘 27 мая в Санкт-Петербурге пройдет презентация «Книги Уткина» вместе со Станиславом Гридасовым и Федором Погореловым

➡️ Магазин «Подписные издания», начало в 19:00 – регистрация",sport,2026-05-25 12:45:07,https://t.me/sportsru
124550,"1️⃣😎 «Арсенал» стал первой командой в истории АПЛ, не пропустившей ни одного гола с пенальти и не получившей ни одной красной карточки за сезон

🏴󠁧󠁢󠁥󠁮󠁧󠁿 – идеальный путь к титулу!

🎲 Спортивные игры и тесты в одном месте",sport,2026-05-25 11:57:01,https://t.me/sportsru
124549,"😭🏴󠁧󠁢󠁥󠁮󠁧󠁿 Деклан Райс сильно расстроился, когда узнал, что «Вест Хэм» вылетел из АПЛ – англичанин провел в клубе 10 лет перед трансфером в «Арсенал»

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-25 10:55:01,https://t.me/sportsru
124548,"❗️🏴󠁧󠁢󠁥󠁮󠁧󠁿 В интернете набирает популярность теория, что рекордный ассист Бруну Фернандеша должны отменить – после удара Доргу мяч ударился о перекладину, а потом залетел в ворота от руки вратаря «Брайтона» Вербрюггена

Если АПЛ засчитает автогол, то у португальца останется 20 голевых передач – как у Анри и Де Брюйне 🅰️

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-25 10:00:48,https://t.me/sportsru
124547,"❤️🇷🇺 Возвращаются BetBoom матчи сборной России! Впереди выездная игра с Египтом в Каире и две домашних – в Волгограде против Буркина-Фасо и в Калиниграде против Тринидада и Тобаго
 
Поддерживайте команду с фрибетом до 10 000 от BetBoom! 🔥",sport,2026-05-25 09:45:15,https://t.me/sportsru
124546,"🏆🇩🇪 Харри Кейн получит вторую «Золотую бутсу» – ранее форвард «Баварии» брал эту награду в сезоне-2023/24

🏴 Кейн – 36 голов
🇳🇴 Холанд – 27 голов
🇫🇷 Мбаппе – 25 голов

❤️ – лучший форвард мира

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-25 09:01:58,https://t.me/sportsru
124545,"⚡️🇦🇷 Месси попросил замену в своем последнем матче за «Интер Майами» перед ЧМ-2026 – Лео покинул поле на 73-й минуте игры с «Филадельфией», в которой отдал два ассиста

Аргентинские СМИ пишут, что Месси заменили в качестве меры предосторожности из-за растяжения задней поверхности левого бедра 😨

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-25 07:54:14,https://t.me/sportsru
124544,"🇮🇹🇪🇺 «Ювентус» упустил победу в туринском дерби и завершил чемпионат на шестом месте – в следующем сезоне команда Лучано Спаллетти сыграет в Лиге Европы

➡️ Финальная таблица Серии А: кто попал в Еврокубки, кто вылетел

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-25 00:48:34,https://t.me/sportsru
124543,"❗️❗️❗️❗️❗️❗️ Кими Антонелли выиграл  Гран-при Канады – это четвертая победа 19-летнего итальянца в сезоне 

Льюис Хэмилтон пришел вторым, Макс Ферстаппен – третьим ✨🔝

❤️ – будущий чемпион

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-25 00:39:24,https://t.me/sportsru
124542,"😮💪 Маршал «Формулы-1» виртуозно покинул трассу после сбора обломков, исчезнув так же внезапно, как и появился

🏎 Подписывайтесь на лучший канал о «Формуле-1»",sport,2026-05-25 00:24:01,https://t.me/sportsru
124541,"⚡️🧳 Сегодняшний Суперфинал FONBET Кубка России по футболу начался с интриги: на поле оказались огромные фигуры поезда, самолетов и автобусов

Вынос мяча провёл сервис путешествий Туту. И не случайно — ведь именно транспорт помогает болельщикам со всей страны следовать за любимой командой.",sport,2026-05-25 00:09:20,https://t.me/sportsru
124540,"💀🇫🇷 «Атлетико» проводил Гризманна разгромом от «Вильярреала» – в своем последнем сезоне француз остался даже без бронзы Ла Лиги

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 23:53:07,https://t.me/sportsru
124539,"❗️❗️❗️❗️❗️❗️ «Комо» в следующем сезоне сыграет в Лиге чемпионов – команда Фабрегаса в последнем туре обыграла «Кремонезе», а «Милан» дома уступил «Кальяри» и вылетел из топ-4

🇮🇹 – 87 очков
🇮🇹 – 76 очков
🇮🇹 – 73 очка
🇮🇹 – 71 очко
🇮🇹 – 70 очков
🇮🇹 – 68 очков

«Ювентус» еще доигрывает свой матч с «Торино» – начало отложили на час из-за фанатских беспорядков. При этом обогнать «Комо» туринцы не смогут из-за двух поражений в личных встречах ☝️

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 23:50:44,https://t.me/sportsru
124538,"❗️❗️❗️❗️❗️❗️ «Олимпиакос» четвертый раз в истории выиграл баскетбольную Евролигу – в финале греческий клуб обыграл мадридский «Реал» со счетом 92:85

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 23:10:26,https://t.me/sportsru
124537,"😮🇪🇸 «Атлетико» в последнем матче Гризманна проигрывает 1:4 «Вильярреалу» к перерыву – в случае поражения мадридцы не попадут даже в топ-3 Ла Лиги

👌Получи бонус до 1 500 рублей за регистрацию в БЕТСИТИ!",sport,2026-05-24 23:02:56,https://t.me/sportsru
124536,"💔🏴󠁧󠁢󠁥󠁮󠁧󠁿 Трогательное обращение Пепа Гвардиолы к фанатам «Сити» по окончании матча с «Астон Виллой»:

– Я сейчас сильно нервничаю. За что вы так меня любите? За что вы так со мной? Я никогда не представлял себе такой любви, это было невероятно. Быть вашим тренером в течение 10 лет было потрясающей честью. Эмоции невероятные

Сегодня на трибунах мой отец, ему 95 лет – вау! Возможно, он не понимает, но я уверен, что спустя много лет эта прекрасная трибуна будет носить имя моей семьи. Это самая большая честь из всех. Игроки об этом не знают, но я буду там, контролируя их! На них возложена огромная ответственность – поддерживать этот же уровень. Надеюсь, они будут биться, биться и биться

Это мой дом. Если в предстоящие годы вы увидите меня где-то на улице или на «Этихаде», если вы фанат «Ман Сити» – подойдите ко мне. Представлять этот клуб было для меня огромной честью. Каждое решение я принимал на благо клуба. Я сильно вас люблю

➡️ Реакция Вадима Лукомского на уход Пепа

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 23:01:15,https://t.me/sportsru
124535,"🇸🇪📸 Дьокереш снова заставил фанатов повторить свое празднование для фото – только теперь с медалью АПЛ

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 22:50:20,https://t.me/sportsru
124534,"😭❤️ «Спартак» выложил фото того, что осталось от трофея, с грустной подписью:

– Друзья, ужасные новости. Мы добили кубок

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 22:32:49,https://t.me/sportsru
124533,"⚡️🇵🇹 «Торреенсе» из второй лиги сенсационно выиграл Кубок Португалии, обыграв в финале «Спортинг» – это первый трофей клуба за 109-летнюю историю

Теперь команда, стадион которой вмещает всего 2431 человека, сыграет в общем этапе Лиги Европы 😳

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 22:26:33,https://t.me/sportsru
124532,"❌😱 Вот из-за такого офсайда не засчитали гол Фодена, который мог принести «Сити» хотя бы одно очко в последнем матче Гвардиолы

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 22:03:13,https://t.me/sportsru
124531,"❗️❗️❗️❗️❗️❗️ Антонио Конте объявил об уходе из «Наполи»

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 21:51:41,https://t.me/sportsru
124530,"👏⭐️ «Ливерпуль» проводил Салаха коридором почета на «Энфилде»

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 21:36:01,https://t.me/sportsru
124529,"⚡️🤣 Пеп Гвардиола эффектно закончил свою прощальную речь перед фанатами «Сити»:

– Это было охереть как весело!

❤️ Смотрите прощальную пресс-конференцию Пепа с переводом на русский на ВидеоСпортсе",sport,2026-05-24 21:19:31,https://t.me/sportsru
124528,"🔥🔥🔥🔥🔥 «Арсеналу» вручили первый за 22 года трофей АПЛ

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 21:05:10,https://t.me/sportsru
124527,"⚡️⚡️⚡️⚡️ «Спартак» разбил кубок сразу после вручения

📸 Матч ТВ

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 21:00:52,https://t.me/sportsru
124526,🚧🚘 На Суперфинале FONBET Кубка России мячи по новым правилам расставляют по периметру на конусах. Яндекс Маркет взял и заменил штатные фишки на 12 брендированных коробок из-под газонокосилок Greenworks. Футболисты теперь подбегают за мячами прямо к ним,sport,2026-05-24 20:44:02,https://t.me/sportsru
124525,"⚡️⚡️⚡️⚡️ «СПАРТАК» ОБЫГРАЛ «КРАСНОДАР» ПО ПЕНАЛЬТИ И В 15-Й РАЗ СТАЛ ОБЛАДАТЕЛЕМ КУБКА СТРАНЫ

Вышедший на замену Помазун потащил решающие удары Боселли и Ленини 💪

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 20:19:18,https://t.me/sportsru
124524,"❗️❗️❗️❗️❗️❗️ «Вест Хэм» вылетел из АПЛ – лондонцы сыграют в Чемпионшипе впервые за 15 лет

🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Арсенал» – 85 очков
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Ман Сити» – 78 очков
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Ман Юнайтед» – 71 очко
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Астон Вилла» – 65 очков
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Ливерпуль» – 60 очков
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Борнмут» – 57 очков
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Сандерденд» – 54 очка
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Брайтон» – 53 очка
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Брентфорд» – 53 очка
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Челси» – 52 очка
…
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Тоттенхэм» – 41 очко
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Вест Хэм» – 39 очков
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Бернли» – 22 очка
🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Вулверхэмптон» – 20 очков

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 20:08:56,https://t.me/sportsru
124523,"👏🏴󠁧󠁢󠁥󠁮󠁧󠁿 «Тоттенхэм» побеждает «Эвертон» и все-таки спасается от вылета в Чемпионшип

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 20:08:50,https://t.me/sportsru
124522,"❗️❗️❗️❗️❗️❗️ «Челси» позволил Алонсо сконцентрироваться на АПЛ и не попал в еврокубки

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 20:05:53,https://t.me/sportsru
124521,"😢😎 «Манчестер Сити» проиграл дома «Астон Вилле» в последнем матче Гвардиолы 

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 20:02:13,https://t.me/sportsru
124520,"⚡️💚 Мурад Мусаев внезапно заменил Джона Кордобу в концовке матча со «Спартаком» при счете 1:1

➡️Забирайте эксклюзивный промокод на этот матч",sport,2026-05-24 19:50:05,https://t.me/sportsru
124519,"👏🇪🇬 Салах в последнем матче за «Ливерпуль» обогнал Джеррарда и стал лучшим ассистентом клуба в истории АПЛ – у него 93 голевые передачи 

Египтянин заменился на Фримпонга со слезами на глазах 😢

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 19:44:28,https://t.me/sportsru
124518,"😭🏴󠁧󠁢󠁥󠁮󠁧󠁿 Пеп Гвардиола расплакался прямо во время матча с «Астон Виллой» – испанец проводит последнюю игру у руля «Ман Сити»

👌Получи бонус до 1 500 рублей за регистрацию в БЕТСИТИ!",sport,2026-05-24 19:37:00,https://t.me/sportsru
124517,"⚡️💚 Дуглас Аугусто сравнял счет в матче со «Спартаком» 

➡️Забирайте эксклюзивный промокод на этот матч",sport,2026-05-24 19:30:30,https://t.me/sportsru
124516,"🤩🇮🇹 Андреа Пирло сразу после встречи с Артемом Дзюбой решил посмотреть матч «Спартака» и «Краснодара», а заодно насладился выступлением Надежды Кадышевой

🔝 Бездепозитный фрибет до 15 000 ₽! Новым клиентам от FONBET",sport,2026-05-24 19:23:23,https://t.me/sportsru
124515,"😄🏴󠁧󠁢󠁥󠁮󠁧󠁿 Фанаты «Арсенала» пришли на последний матч сезона АПЛ против «Кристал Пэлас» с бутылками, украшенными эмблемой «Сити»

👌Получи бонус до 1 500 рублей за регистрацию в БЕТСИТИ!",sport,2026-05-24 19:11:01,https://t.me/sportsru
124514,"😳🏴󠁧󠁢󠁥󠁮󠁧󠁿 Де Дзерби чуть не снял с себя футболку, когда праздновал гол Пальиньи в матче с «Эвертоном» – после первого тайма «Тоттенхэм» ведет 1:0 и уверенно сохраняет прописку в АПЛ

👌Получи бонус до 1 500 рублей за регистрацию в БЕТСИТИ!",sport,2026-05-24 19:02:08,https://t.me/sportsru
124513,"⚡️❤️ «Спартак» вышел вперед в конце первого тайма благодаря голу Солари

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 18:50:20,https://t.me/sportsru
124512,"⚡️⚡️⚡️⚡️ Бруну Фернандеш установил новый рекорд АПЛ, сделав 21 ассист за сезон – португалец превзошел достижение Анри, которое держалось более 20 лет

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 18:36:31,https://t.me/sportsru
124511,"❤️‍🔥❤️ Александр Овечкин вместе с детьми пришел на Суперфинал и обнялся с оставшимся в запасе Заболотным

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 18:26:01,https://t.me/sportsru
124510,"🥇🏆 Перед началом матча Надежда Кадышева организовала огромный хоровод прямо на поле «Лужников»

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 18:15:01,https://t.me/sportsru
124509,"❤️❤️ Раздевалку «Спартака» перед Суперфиналом FONBET Кубка России украсили пожеланиями от близких футболистов – решающий матч с «Краснодаром» как раз стартовал

Кто возьмет трофей?

❤️ – «Спартак»
🔥 – «Краснодар»

🔝 Бездепозитный фрибет до 15 000 ₽! Новым клиентам от FONBET",sport,2026-05-24 18:11:39,https://t.me/sportsru
124507,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 🔨 Первым трансфером «МЮ» при Кэррике станет Эдерсон из «Аталанты» − англичане заплатят за полузащитника 45+5 млн евро (Николо Скира)

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 16:59:43,https://t.me/sportsru
124506,"🇮🇹 🗣 Андреа Пирло прилетел в Москву и встретился на автограф-сессии с Дзюбой, который что-то очень активно объяснял итальянцу

📹 Metaratings

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 16:00:29,https://t.me/sportsru
124505,"🇷🇺⚽️ Главный матч сезона уже сегодня: «Спартак» и «Краснодар» встретятся в Суперфинале FONBET Кубка России! Следите за игрой в приложении ГОЛ 👍

➡️ Скачать ГОЛ прямо сейчас

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 15:46:34,https://t.me/sportsru
124504,"🍻 🌟 Звезда американского футбола Трэвис Келси пришел на полуфинал НБА и опустошил банку пива на глазах своей невесты Тейлор Свифт − она после этого заботливо угостила жениха жвачкой 

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 15:00:26,https://t.me/sportsru
124503,"🇪🇸 😖 Почетный президент «Баварии» Ули Хенесс узнал от журналистов, что «Барса» интересуется Кейном:

− «Бавария» – это клуб, который покупает, а не продает. Да и у «Барселоны» все равно нет денег 💀

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 14:14:21,https://t.me/sportsru
124502,"🏃 🚽 Теннисист Артур Жеа убежал в туалет в середине первого сета матча с Хачановым на «Ролан Гаррос»:

− Эй, судья, вы говорите по-французски? У меня понос, мне нужно в туалет, я не могу двигаться. Я сейчас обосрусь прямо на корте 💀

🔝 Ставьте на матчи Ролан Гаррос с фрибетом до 15000₽ от FONBET",sport,2026-05-24 13:28:55,https://t.me/sportsru
124501,"❌ 🇫🇷 Ашраф Хакими рискует пропустить финал ЛЧ − защитник так и не восстановился от травмы (L'Équipe)

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 13:00:31,https://t.me/sportsru
124500,"😮🏀  В день финала Евролиги вспомните яркие моменты предыдущих сезонов и угадайте их развязку 

 ➡ Угадать развязку",sport,2026-05-24 12:45:03,https://t.me/sportsru
124499,"😐 🏴 Фанаты «Арсенала» из Африки зашли уже слишком далеко и после чемпионства раскрасили корову в красный цвет, налепив на нее лого клуба

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 12:01:39,https://t.me/sportsru
124498,"🇪🇸 🇪🇸 Перес вывесил предвыборный баннер на здании в Мадриде, перечислив победы «Реала» в ЛЧ при нем − Лапорта размещал свой плакат неподалеку во время своей кампании в 2020 году

🕹 Проведите свободную минуту в Игровой",sport,2026-05-24 11:06:25,https://t.me/sportsru
124497,"🇩🇪 ❤️ 🇪🇸 Инсайдер по «Ман Сити» под ником The Real Tolmie's Hairdoo рассказал, что Клопп пригласил Гвардиолу пожить на своей вилле в городке Санта-Понса на Майорке, когда уходил из «Ливерпуля»

Пеп тогда пообещал немцу, что ему не придется долго ждать его визита 🤟

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 10:04:40,https://t.me/sportsru
124496,"🇷🇺🏆🇷🇺 Суперфинал FONBET Кубка России – «Спартак» может взять первый трофей при Карседо, а «Краснодар» порадовать себя после второго места в чемпионате

Если знаете, кто возьмет трофей, то скорее забирайте фрибет до 15 000 ₽ новым клиентам без депозита ➡️ https://sirena.world/vca6p0",sport,2026-05-24 09:45:15,https://t.me/sportsru
124495,"💎 🇨🇿 Главный тренер чешского клуба «Зброевка» Мартин Сведик пообещал своим футболистам закосплеить Томаса Шелби, если они выиграют чемпионство второй лиги 

В итоге игроки закончили чемпионат на первом месте, опередив ближайшего конкурента на 23 очка, а Мартин вот в таком костюме пришел на последний матч сезона 🖤

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 08:59:58,https://t.me/sportsru
124494,"😫 У двух судей боя Усик – Верхувен была ничья перед 11-м раундом

Лишь один судья отдавал победу Верхувену со счетом 96-94 👀

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 02:47:36,https://t.me/sportsru
124493,"⚡️⚡️⚡️⚡️ Александр Усик побеждает Рико Верхувена техническим нокаутом в 11-м раунде

Рефери остановил бой за секунду до гонга. Украинский боксер проигрывал по очкам на момент остановки поединка 🤯

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 02:13:37,https://t.me/sportsru
124492,"🐐 💣 Шакира выпустила клип на песню «Dai Dai» к ЧМ-2026: для него певица попросила звезд футбола сказать фразу «Мы готовы» на английском − даже Лео Месси, который так и не выучил язык к 38 годам

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 00:59:58,https://t.me/sportsru
124491,"❗️❗️❗️❗️❗️❗️ «Жирона», «Мальорка» и «Овьедо» вылетели из Ла Лиги 

Тер Стеген фактически в один сезон стал чемпионом Испании и покинул высший дивизион 💀

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-24 00:10:19,https://t.me/sportsru
124490,"🇪🇸 🍒 «Барселона» раздает очки нуждающимся после чемпионства 

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-24 00:02:10,https://t.me/sportsru
124489,"🇪🇸 ❤️ Капитан Дани Карвахаль попрощался с родным клубом на глазах фанатов на переполненном «Сантьяго Бернабеу»

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-23 23:54:50,https://t.me/sportsru
124488,"🇪🇸 🤖 Роберт Левандовски забил в своем последнем матче за «Барсу» − этим летом поляк уедет в Саудовскую Аравию

🎮 Много игр и тестов про спорт",sport,2026-05-23 23:32:33,https://t.me/sportsru
124487,"🇩🇪🇩🇪 Харри Кейн принес «Баварии» еще и Кубок Германии − сделал хет-трик в финале против «Штутгарта»

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-23 22:58:03,https://t.me/sportsru
124486,"😽 😂 Вчера фанаты «Барсы» пришли на концерт Бэд Банни и засняли, как новая девушка Ямаля Инес Гарсия отказала футболисту в поцелуе

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-23 21:50:04,https://t.me/sportsru
124485,"⚡️⚡️⚡️⚡️ «Барселона» выиграла женскую Лигу чемпионов − в финале девушки обыграли «Лион» благодаря дублям Эвы Пайор и Сальмы Паральюэло

⚽️ Дублируем все посты в Max, если у вас не грузит телеграм",sport,2026-05-23 20:54:18,https://t.me/sportsru
124484,"⚡️⚡️⚡️⚡️ Артем Дзюба объявил об уходе из «Акрона»

⚽️ Все рекорды сезона – в приложении ГОЛ",sport,2026-05-23 20:41:54,https://t.me/sportsru
