id,date,text,category,source
7324/svinina-po-portugalski,17 апреля 2026 г.,"Шаг 1






Мясо крупно нарезать и обжарить вместе с гвоздикой, 15 мин. Сдвинуть на один край сковороды, на освободившееся место всыпать сахар. Когда сахар расплавится, перемешать и готовить 4 мин. Переложить в форму.
Шаг 2






Лук и чеснок очистить, из перца удалить семена, зелень вымыть, затем все крупно нарезать и добавить к мясу. Приправить солью по вкусу.
Шаг 3






Добавить в сковороду вино, накрыть и поставить в разогретую до 200 °С духовку на 30 мин.",cooking,Parse
7324/svinina-po-portugalski,17 апреля 2026 г.,"Шаг 1






Мясо крупно нарезать и обжарить вместе с гвоздикой, 15 мин. Сдвинуть на один край сковороды, на освободившееся место всыпать сахар. Когда сахар расплавится, перемешать и готовить 4 мин. Переложить в форму.
Шаг 2






Лук и чеснок очистить, из перца удалить семена, зелень вымыть, затем все крупно нарезать и добавить к мясу. Приправить солью по вкусу.
Шаг 3






Добавить в сковороду вино, накрыть и поставить в разогретую до 200 °С духовку на 30 мин.",cooking,Parse
22495/telyatina-s-klubnikoj-i-rozmarinom,17 апреля 2026 г.,"Шаг 1






Вырезку очистите от пленок, нарежьте поперек кусками толщиной 3 см и слегка отбейте. Натрите куски солью и перцем, обмажьте оливковым маслом и дайте полежать, пока готовится все остальное.
Шаг 2






У розмарина отделите листья от стеблей (стебли не понадобятся). Порей разрежьте вдоль пополам, при необходимости промойте от песка, нарежьте тончайшими полукольцами. Обжарьте порей в смеси 2 ст. л. оливкового и 2 ст. л. сливочного масла на разогретой сковороде вместе с розмарином, 3 мин.
Шаг 3






Влейте вино, добавьте 1 ст. л. коричневого сахара, доведите до кипения, готовьте на минимальном огне, пока жидкость не выпарится. Снимите с огня, сохраняйте теплым.
Шаг 4






У клубники удалите плодоножки. Если ягоды очень крупные, разрежьте их вдоль пополам, мелкие оставьте целыми.
Шаг 5






Разогрейте духовку до 70°С, застелите противень фольгой. Разогрейте большую сковороду с толстым дном без масла. Положите телятину (партиями) и обжаривайте на среднесильном огне по 4 мин. с каждой стороны. Готовые куски кладите на противень в духовку.
Шаг 6






В той же сковороде растопите сливочное масло с сахаром, положите клубнику и лук с розмарином, приправьте острым перцем, обжаривайте на среднем огне 1–2 мин. Снимите с огня, приправьте черным перцем, всыпьте мяту, перемешайте. Подавайте телятину немедленно, выложив клубничную приправу рядом.",cooking,Parse
22495/telyatina-s-klubnikoj-i-rozmarinom,17 апреля 2026 г.,"Шаг 1






Вырезку очистите от пленок, нарежьте поперек кусками толщиной 3 см и слегка отбейте. Натрите куски солью и перцем, обмажьте оливковым маслом и дайте полежать, пока готовится все остальное.
Шаг 2






У розмарина отделите листья от стеблей (стебли не понадобятся). Порей разрежьте вдоль пополам, при необходимости промойте от песка, нарежьте тончайшими полукольцами. Обжарьте порей в смеси 2 ст. л. оливкового и 2 ст. л. сливочного масла на разогретой сковороде вместе с розмарином, 3 мин.
Шаг 3






Влейте вино, добавьте 1 ст. л. коричневого сахара, доведите до кипения, готовьте на минимальном огне, пока жидкость не выпарится. Снимите с огня, сохраняйте теплым.
Шаг 4






У клубники удалите плодоножки. Если ягоды очень крупные, разрежьте их вдоль пополам, мелкие оставьте целыми.
Шаг 5






Разогрейте духовку до 70°С, застелите противень фольгой. Разогрейте большую сковороду с толстым дном без масла. Положите телятину (партиями) и обжаривайте на среднесильном огне по 4 мин. с каждой стороны. Готовые куски кладите на противень в духовку.
Шаг 6






В той же сковороде растопите сливочное масло с сахаром, положите клубнику и лук с розмарином, приправьте острым перцем, обжаривайте на среднем огне 1–2 мин. Снимите с огня, приправьте черным перцем, всыпьте мяту, перемешайте. Подавайте телятину немедленно, выложив клубничную приправу рядом.",cooking,Parse
9890/buterbrody-s-kurinym-pashtetom,17 апреля 2026 г.,"Шаг 1






Куриную печенку промыть, обсушить и обжарить в разогретом растительном масле, 8 мин. Дать остыть, переложить в миску и размять вилкой.
Шаг 2






Один огурчик отложить. Остальные огурцы и брынзу измельчить, смешать с печенкой и майонезом. 
Шаг 3






Кусочки хлеба смазать сливочным маслом, сверху выложить подготовленную массу. Готовить на гриле 4 мин. Посыпать петрушкой. Оставшийся огурчик нарезать тонкими ломтиками, украсить ими тосты.",cooking,Parse
9890/buterbrody-s-kurinym-pashtetom,17 апреля 2026 г.,"Шаг 1






Куриную печенку промыть, обсушить и обжарить в разогретом растительном масле, 8 мин. Дать остыть, переложить в миску и размять вилкой.
Шаг 2






Один огурчик отложить. Остальные огурцы и брынзу измельчить, смешать с печенкой и майонезом. 
Шаг 3






Кусочки хлеба смазать сливочным маслом, сверху выложить подготовленную массу. Готовить на гриле 4 мин. Посыпать петрушкой. Оставшийся огурчик нарезать тонкими ломтиками, украсить ими тосты.",cooking,Parse
16949/govyadina-marinovannaya-v-pive,17 апреля 2026 г.,"Шаг 1






Накануне 
говядину 
вымыть и нарезать порционными кусками. 4 зубчика чеснока очистить и измельчить. В миске смешать пиво, гранатовый сок, чеснок и паприку.
Шаг 2






Положить куски мяса, тщательно перемешать. Накрыть и поставить в холодильник на ночь.
Шаг 3






На следующий день очистить лук и оставшийся чеснок. Лук нарезать кружками толщиной 1 см, чеснок измельчить. 
Вешенки
 вымыть. Застелить противень фольгой, положить на него грибы и лук. Посыпать чесноком и полить 3 ст. л. растительного масла и уксусом. Поставить в разогретую до 200°С духовку на 10 мин.
Шаг 4






В сотейнике смешать бульон со сливками, довести до кипения. Добавить запеченные вешенки и лук. Готовить 6 мин., периодически перемешивая. Приправить солью и перцем.
Шаг 5






Мясо вынуть из маринада и обжарить в оставшемся растительном масле, по 4 мин. с каждой стороны. Накрыть сковороду с мясом крышкой и оставить на минимальном огне.
Шаг 6






Маринад слить в сотейник и на сильном огне довести до кипения. Уменьшить огонь до среднего и готовить, пока объем соуса не уменьшится втрое. Полить мясо соусом и разложить по тарелкам. Подавать с грибным гарниром.",cooking,Parse
16949/govyadina-marinovannaya-v-pive,17 апреля 2026 г.,"Шаг 1






Накануне 
говядину 
вымыть и нарезать порционными кусками. 4 зубчика чеснока очистить и измельчить. В миске смешать пиво, гранатовый сок, чеснок и паприку.
Шаг 2






Положить куски мяса, тщательно перемешать. Накрыть и поставить в холодильник на ночь.
Шаг 3






На следующий день очистить лук и оставшийся чеснок. Лук нарезать кружками толщиной 1 см, чеснок измельчить. 
Вешенки
 вымыть. Застелить противень фольгой, положить на него грибы и лук. Посыпать чесноком и полить 3 ст. л. растительного масла и уксусом. Поставить в разогретую до 200°С духовку на 10 мин.
Шаг 4






В сотейнике смешать бульон со сливками, довести до кипения. Добавить запеченные вешенки и лук. Готовить 6 мин., периодически перемешивая. Приправить солью и перцем.
Шаг 5






Мясо вынуть из маринада и обжарить в оставшемся растительном масле, по 4 мин. с каждой стороны. Накрыть сковороду с мясом крышкой и оставить на минимальном огне.
Шаг 6






Маринад слить в сотейник и на сильном огне довести до кипения. Уменьшить огонь до среднего и готовить, пока объем соуса не уменьшится втрое. Полить мясо соусом и разложить по тарелкам. Подавать с грибным гарниром.",cooking,Parse
27314/buterbrody-s-vetchinoj-i-gorchicej,17 апреля 2026 г.,"Шаг 1
Нарежьте 1 большой красный запеченный перец небольшими кусочками. Филе 2 анчоусов мелко порубите, 1 луковицу шалота и 10 маслин тонко нарежьте. 
Шаг 2
В сковороде разогрейте немного оливкового масла и обжарьте
в нем анчоусы, лук и маслины, 3 мин., добавьте печеный перец, поперчите.
Шаг 3
Смажьте 2 куска деревенского хлеба с одной стороны дижонской
горчицей, выложите на него по тонкому ломтику ветчины, сверху равномерно распределите подготовленные овощи и накройте другими кусками хлеба. Подавайте сразу.",cooking,Parse
27314/buterbrody-s-vetchinoj-i-gorchicej,17 апреля 2026 г.,"Шаг 1
Нарежьте 1 большой красный запеченный перец небольшими кусочками. Филе 2 анчоусов мелко порубите, 1 луковицу шалота и 10 маслин тонко нарежьте. 
Шаг 2
В сковороде разогрейте немного оливкового масла и обжарьте
в нем анчоусы, лук и маслины, 3 мин., добавьте печеный перец, поперчите.
Шаг 3
Смажьте 2 куска деревенского хлеба с одной стороны дижонской
горчицей, выложите на него по тонкому ломтику ветчины, сверху равномерно распределите подготовленные овощи и накройте другими кусками хлеба. Подавайте сразу.",cooking,Parse
16875/kebab-s-jogurtom,17 апреля 2026 г.,"Шаг 1






Мясо нарезать кусочками и дважды пропустить вместе с салом через мясорубку. Лук очистить, нарезать мелкими кубиками и смешать с фаршем. Добавить соль, перец и зелень. Фарш хорошо отбить и убрать в холодильник на 30 мин.
Шаг 2






Сформировать из фарша колбаски длиной 13–15 см. Надеть каждую колбаску на шпажку и обжарить в раскаленном масле со всех сторон до коричневой корочки.
Шаг 3






Для соуса смешать йогурт с кефиром и петрушкой. Посолить и поперчить по вкусу. Подать горячие кебабы с соусом.",cooking,Parse
16875/kebab-s-jogurtom,17 апреля 2026 г.,"Шаг 1






Мясо нарезать кусочками и дважды пропустить вместе с салом через мясорубку. Лук очистить, нарезать мелкими кубиками и смешать с фаршем. Добавить соль, перец и зелень. Фарш хорошо отбить и убрать в холодильник на 30 мин.
Шаг 2






Сформировать из фарша колбаски длиной 13–15 см. Надеть каждую колбаску на шпажку и обжарить в раскаленном масле со всех сторон до коричневой корочки.
Шаг 3






Для соуса смешать йогурт с кефиром и петрушкой. Посолить и поперчить по вкусу. Подать горячие кебабы с соусом.",cooking,Parse
18209/ostrye-svinye-tefteli,17 апреля 2026 г.,"Шаг 1
Хлеб раскрошить. Острый перец очистить от семян, промыть и мелко нарезать. Лук и чеснок очистить и измельчить.
Шаг 2
Смешать в миске хлеб, фарш, перец, лук, чеснок, цедру, яйцо, зелень, соль и черный перец. Сформовать небольшие шарики.
Шаг 3
Разогреть духовку до 190°С. Мякоть сладкого перца измельчить, смешать с размятыми томатами. Обвалять тефтели в муке, переложить в форму, залить томатным соусом и запекать 1 ч.",cooking,Parse
18209/ostrye-svinye-tefteli,17 апреля 2026 г.,"Шаг 1
Хлеб раскрошить. Острый перец очистить от семян, промыть и мелко нарезать. Лук и чеснок очистить и измельчить.
Шаг 2
Смешать в миске хлеб, фарш, перец, лук, чеснок, цедру, яйцо, зелень, соль и черный перец. Сформовать небольшие шарики.
Шаг 3
Разогреть духовку до 190°С. Мякоть сладкого перца измельчить, смешать с размятыми томатами. Обвалять тефтели в муке, переложить в форму, залить томатным соусом и запекать 1 ч.",cooking,Parse
29476/video-recipe-govyazhya-vyrezka-s-salatom,17 апреля 2026 г.,"Шаг 1
Натрите 
вырезку 
солью и перцем. Разогрейте сковороду на сильном огне, растопите сливочное масло и обжарьте мясо со всех сторон. Переложите в форму для запекания и поставьте в духовку, разогретую до 170 °С, на 10–15 мин. 
Шаг 2
Очистите и мелко нарежьте лук,  обжарьте его до мягкости в сковороде, где готовилось мясо. Влейте пиво и доведите до кипения. Затем добавьте ягоды и сахар и тушите до мягкости, 5 мин. Посолите и поперчите, снимите с огня и добавьте сливочное масло. Переложите соус в блендер и измельчите до гладкости.
Шаг 3
Отварите картофель в подсоленной воде до готовности, остудите и разрежьте на дольки. Тонко нарежьте редис и огурец. Смешайте овощи и салат, посыпьте измельченным укропом. Посолите, поперчите и заправьте оливковым маслом.
Шаг 4
Готовое мясо достаньте из духовки и оставьте на 10 мин., прикрыв фольгой. Нарежьте тонкими ломтиками. Разложите по тарелкам салат и мясо, полейте ягодным соусом.",cooking,Parse
29476/video-recipe-govyazhya-vyrezka-s-salatom,17 апреля 2026 г.,"Шаг 1
Натрите 
вырезку 
солью и перцем. Разогрейте сковороду на сильном огне, растопите сливочное масло и обжарьте мясо со всех сторон. Переложите в форму для запекания и поставьте в духовку, разогретую до 170 °С, на 10–15 мин. 
Шаг 2
Очистите и мелко нарежьте лук,  обжарьте его до мягкости в сковороде, где готовилось мясо. Влейте пиво и доведите до кипения. Затем добавьте ягоды и сахар и тушите до мягкости, 5 мин. Посолите и поперчите, снимите с огня и добавьте сливочное масло. Переложите соус в блендер и измельчите до гладкости.
Шаг 3
Отварите картофель в подсоленной воде до готовности, остудите и разрежьте на дольки. Тонко нарежьте редис и огурец. Смешайте овощи и салат, посыпьте измельченным укропом. Посолите, поперчите и заправьте оливковым маслом.
Шаг 4
Готовое мясо достаньте из духовки и оставьте на 10 мин., прикрыв фольгой. Нарежьте тонкими ломтиками. Разложите по тарелкам салат и мясо, полейте ягодным соусом.",cooking,Parse
13246/svinye-sardelki-v-tomatnom-souse,17 апреля 2026 г.,"Шаг 1






Лук и чеснок очистить, измельчить, обжарить в сотейнике в 1 ст. л. разогретого масла, 8 мин. Переложить в миску. Сардельки нарезать кружками. Добавить в сотейник, где готовился лук, оставшееся масло и сардельки. Обжаривать, периодически помешивая, до образования коричневой корочки.
Шаг 2






Добавить семена фенхеля, перемешать и готовить еще 2 мин. Вернуть в сотейник лук и чеснок, влить вино и готовить, пока оно полностью не выпарится.
Шаг 3






Добавить протертые томаты, посолить по вкусу, накрыть крышкой. Готовить 5 мин.",cooking,Parse
13246/svinye-sardelki-v-tomatnom-souse,17 апреля 2026 г.,"Шаг 1






Лук и чеснок очистить, измельчить, обжарить в сотейнике в 1 ст. л. разогретого масла, 8 мин. Переложить в миску. Сардельки нарезать кружками. Добавить в сотейник, где готовился лук, оставшееся масло и сардельки. Обжаривать, периодически помешивая, до образования коричневой корочки.
Шаг 2






Добавить семена фенхеля, перемешать и готовить еще 2 мин. Вернуть в сотейник лук и чеснок, влить вино и готовить, пока оно полностью не выпарится.
Шаг 3






Добавить протертые томаты, посолить по вкусу, накрыть крышкой. Готовить 5 мин.",cooking,Parse
5956/svinina-s-ovoshchami-v-pryanom-souse,16 апреля 2026 г.,"Шаг 1
Свинину порезать на длинные,средней толщины брусочки. Грубые концы стеблей спаржи почистить ножом для чистки овощей, стебли залить кипящей водой, готовить 1 мин., откинуть на дуршлаг. Помидоры разрезать на половинки, порей нарезать тонкими колечками. Обжарить мясо в растительном масле на сильном огне,помешивая, до золотистой корочки. 
Шаг 2
Затем влить вино, убавить огонь до небольшого, готовить, пока жидкость не выпарится на 2/3. Добавить соевый соус. Через 10 мин. 
положить спаржу
, через 2 мин. — помидоры; готовить еще 5 мин. 

Шаг 3
При подаче посыпать кунжутом, перцем, луком-пореем, полить соусом из сковородки.",cooking,Parse
5956/svinina-s-ovoshchami-v-pryanom-souse,16 апреля 2026 г.,"Шаг 1
Свинину порезать на длинные,средней толщины брусочки. Грубые концы стеблей спаржи почистить ножом для чистки овощей, стебли залить кипящей водой, готовить 1 мин., откинуть на дуршлаг. Помидоры разрезать на половинки, порей нарезать тонкими колечками. Обжарить мясо в растительном масле на сильном огне,помешивая, до золотистой корочки. 
Шаг 2
Затем влить вино, убавить огонь до небольшого, готовить, пока жидкость не выпарится на 2/3. Добавить соевый соус. Через 10 мин. 
положить спаржу
, через 2 мин. — помидоры; готовить еще 5 мин. 

Шаг 3
При подаче посыпать кунжутом, перцем, луком-пореем, полить соусом из сковородки.",cooking,Parse
13142/zharenaya-svinina-s-gribami,16 апреля 2026 г.,"Шаг 1






Лук очистить. Помидоры и грибы вымыть. Нарезать лук, шпик, помидоры и грибы небольшими кусочками.
Шаг 2






Мясо нарезать тонкими ломтиками. Обжарить шпик в разогретом в сотейнике масле, 3 мин. Положить мясо и готовить, по 5 мин. с каждой стороны. Переложить в миску. Шпик удалить.
Шаг 3






том же сотейнике обжарить лук, 6 мин. Положить помидоры, грибы и орегано. Готовить 6 мин. Добавить сметану, обжаренное мясо, соль и перец, тушить под крышкой 7 мин. При подаче на стол можно посыпать свежей зеленью.",cooking,Parse
13142/zharenaya-svinina-s-gribami,16 апреля 2026 г.,"Шаг 1






Лук очистить. Помидоры и грибы вымыть. Нарезать лук, шпик, помидоры и грибы небольшими кусочками.
Шаг 2






Мясо нарезать тонкими ломтиками. Обжарить шпик в разогретом в сотейнике масле, 3 мин. Положить мясо и готовить, по 5 мин. с каждой стороны. Переложить в миску. Шпик удалить.
Шаг 3






том же сотейнике обжарить лук, 6 мин. Положить помидоры, грибы и орегано. Готовить 6 мин. Добавить сметану, обжаренное мясо, соль и перец, тушить под крышкой 7 мин. При подаче на стол можно посыпать свежей зеленью.",cooking,Parse
22550/pirog-s-govyadinoj-kuricej-i-gusem,16 апреля 2026 г.,"Шаг 1






Нарежьте все виды мяса и птицы небольшими кубиками. Посолите и поперчите, посыпьте зирой. Щедро полейте маслом (если используете топленое, слегка разогрейте его) и перемешайте руками. Положите в холодильник, затянув пленкой, на 12–24 ч.
Шаг 2






За 30 мин. до приготовления выньте начинку из холодильника. Очистите картофель и нарежьте кубиками со стороной 1 см. Очистите лук, нарежьте тонкими четвертинками колец. Быстро обжарьте лук в масле, часто перемешивая, на сильном огне до светлоолотистого цвета. Смешайте лук с мясом и картофелем, посолите и поперчите.
Шаг 3






Из сметаны и муки с солью замесите эластичное тесто. Вымешивайте, пока тесто не перестанет липнуть к рукам. Разделите тесто на две части: большую и меньшую. Большую часть раскатайте и уложите в глубокую форму диаметром 26–28 см так, чтобы края немного свисали. Нижний слой теста не должен получиться слишком тонким.
Шаг 4






Выложите на тесто начинку ровным слоем, полейте бульоном, накройте вторым раскатанным пластом, края залепите, обрезав лишнее тесто.
Шаг 5






Взболтайте вилкой желток со сметаной и обмажьте пирог этой смесью. Поставьте в разогретую до 170°С духовку на 2 ч.
Шаг 6






Есть этот пирог нужно так: разрежьте верхнюю корочку и разложите по тарелкам. Затем ложкой выложите начинку. Разрежьте и раздайте самое вкусное — нижнюю корочку.",cooking,Parse
22550/pirog-s-govyadinoj-kuricej-i-gusem,16 апреля 2026 г.,"Шаг 1






Нарежьте все виды мяса и птицы небольшими кубиками. Посолите и поперчите, посыпьте зирой. Щедро полейте маслом (если используете топленое, слегка разогрейте его) и перемешайте руками. Положите в холодильник, затянув пленкой, на 12–24 ч.
Шаг 2






За 30 мин. до приготовления выньте начинку из холодильника. Очистите картофель и нарежьте кубиками со стороной 1 см. Очистите лук, нарежьте тонкими четвертинками колец. Быстро обжарьте лук в масле, часто перемешивая, на сильном огне до светлоолотистого цвета. Смешайте лук с мясом и картофелем, посолите и поперчите.
Шаг 3






Из сметаны и муки с солью замесите эластичное тесто. Вымешивайте, пока тесто не перестанет липнуть к рукам. Разделите тесто на две части: большую и меньшую. Большую часть раскатайте и уложите в глубокую форму диаметром 26–28 см так, чтобы края немного свисали. Нижний слой теста не должен получиться слишком тонким.
Шаг 4






Выложите на тесто начинку ровным слоем, полейте бульоном, накройте вторым раскатанным пластом, края залепите, обрезав лишнее тесто.
Шаг 5






Взболтайте вилкой желток со сметаной и обмажьте пирог этой смесью. Поставьте в разогретую до 170°С духовку на 2 ч.
Шаг 6






Есть этот пирог нужно так: разрежьте верхнюю корочку и разложите по тарелкам. Затем ложкой выложите начинку. Разрежьте и раздайте самое вкусное — нижнюю корочку.",cooking,Parse
23149/ispanskie-krokety,16 апреля 2026 г.,"Шаг 1
Яйца очистите. Перец раз-режьте пополам, удалите перегородки и семена. Всю ветчину, яйца и сладкий перец мелко нарежьте.


Шаг 2
В кастрюле с толстым дном растопите сливочное масло. Постоянно помешивая, чтобы не образовывались комки, добавь-те муку. Тонкой струйкой, не прекращая мешать, влейте молоко. Приправьте солью, черным перцем и чили. 


Шаг 3
Добавьте яйца, сладкий перец и ветчину. Перемешайте. Прогревайте еще 2–3 мин., помешивая. Снимите с огня, остудите. 


Шаг 4
Из полученной массы сформируйте крокеты, окуните во взбитое яйцо, обваляйте панировке и обжарьте во фритюре в оливковом масле. Подавайте теплыми с зеленым салатом.",cooking,Parse
23149/ispanskie-krokety,16 апреля 2026 г.,"Шаг 1
Яйца очистите. Перец раз-режьте пополам, удалите перегородки и семена. Всю ветчину, яйца и сладкий перец мелко нарежьте.


Шаг 2
В кастрюле с толстым дном растопите сливочное масло. Постоянно помешивая, чтобы не образовывались комки, добавь-те муку. Тонкой струйкой, не прекращая мешать, влейте молоко. Приправьте солью, черным перцем и чили. 


Шаг 3
Добавьте яйца, сладкий перец и ветчину. Перемешайте. Прогревайте еще 2–3 мин., помешивая. Снимите с огня, остудите. 


Шаг 4
Из полученной массы сформируйте крокеты, окуните во взбитое яйцо, обваляйте панировке и обжарьте во фритюре в оливковом масле. Подавайте теплыми с зеленым салатом.",cooking,Parse
3972/svinina-s-bananom-i-arahisovym-sousom,16 апреля 2026 г.,"Шаг 1
Несоленый очищенный арахис залейте кипятком на 5 минут, затем очистите от кожицы. Измельчите в блендере до состояния пасты: сначала орехи превратятся в мелкую крошку, а затем, при упорном измельчении, начнут выделять масло. 
Шаг 2
Перец чили
 очистите от семян и мелко порубите. Работать с ним лучше в перчатках и стараться не касаться лица, особенно глаз. Если любите поострее, можете оставить немного семян или перегородок — именно в них сосредоточена основная жгучесть. Лук и чеснок мелко нарежьте.
Шаг 3
В сотейнике разогрейте 1 ст. л. масла, обжарьте лук, чеснок и чили 2 минуты. Влейте горячий бульон, добавьте арахисовое пюре, соевый соус, шоколад, кориандр и гвоздику. Перемешайте, доведите до кипения и варите на слабом огне 5 минут.
Шаг 4
Мякоть свинины нарежьте тонкими ломтиками и слегка отбейте. На сковороде разогрейте оставшееся масло. Обжаривайте мясо с обеих сторон до румяной корочки (по 2–3 минуты с каждой стороны).
Шаг 5
Спелый, но крепкий 
банан очистите
 и нарежьте крупными кусочками наискосок. Добавьте банан в сковороду к мясу, увеличьте огонь и жарьте все вместе еще 1 минуту.
Шаг 6
Выложите на тарелку отварной рис, сверху — мясо с бананом. Полейте свинину с бананами жареными арахисовым соусом, посыпьте рубленой кинзой. Соус также можно подать отдельно.",cooking,Parse
3972/svinina-s-bananom-i-arahisovym-sousom,16 апреля 2026 г.,"Шаг 1
Несоленый очищенный арахис залейте кипятком на 5 минут, затем очистите от кожицы. Измельчите в блендере до состояния пасты: сначала орехи превратятся в мелкую крошку, а затем, при упорном измельчении, начнут выделять масло. 
Шаг 2
Перец чили
 очистите от семян и мелко порубите. Работать с ним лучше в перчатках и стараться не касаться лица, особенно глаз. Если любите поострее, можете оставить немного семян или перегородок — именно в них сосредоточена основная жгучесть. Лук и чеснок мелко нарежьте.
Шаг 3
В сотейнике разогрейте 1 ст. л. масла, обжарьте лук, чеснок и чили 2 минуты. Влейте горячий бульон, добавьте арахисовое пюре, соевый соус, шоколад, кориандр и гвоздику. Перемешайте, доведите до кипения и варите на слабом огне 5 минут.
Шаг 4
Мякоть свинины нарежьте тонкими ломтиками и слегка отбейте. На сковороде разогрейте оставшееся масло. Обжаривайте мясо с обеих сторон до румяной корочки (по 2–3 минуты с каждой стороны).
Шаг 5
Спелый, но крепкий 
банан очистите
 и нарежьте крупными кусочками наискосок. Добавьте банан в сковороду к мясу, увеличьте огонь и жарьте все вместе еще 1 минуту.
Шаг 6
Выложите на тарелку отварной рис, сверху — мясо с бананом. Полейте свинину с бананами жареными арахисовым соусом, посыпьте рубленой кинзой. Соус также можно подать отдельно.",cooking,Parse
324/farshirovannye-sardelki-gril,16 апреля 2026 г.,"Шаг 1
Сардельки отварите в кипящей воде согласно инструкции на упаковке (обычно 5–7 минут). Затем остудите (можно залить холодной водой на несколько минут) и аккуратно снимите оболочку.
Шаг 2
Чернослив
, если он сухой, залейте кипятком на 5–10 минут, затем обсушите. Каждую сардельку надрежьте вдоль, но не до конца, чтобы получился «кармашек».
Шаг 3
Вложите в каждую сардельку по 3 размягченных сухофрукта. Плотно заверните сардельку в ломтик бекона, кончики закрепите деревянной шпажкой или зубочисткой.
Шаг 4
Разогрейте гриль (угольный, электрический или сковороду-гриль) до средней температуры. Выложите сардельки и жарьте, периодически переворачивая, 8–10 минут, пока 
бекон
 не станет румяным и хрустящим, а сардельки не прогреются изнутри.
Шаг 5
Готовые сардельки фаршированные переложите на блюдо, снимите шпажки (или оставьте для удобства подачи). Подавайте горячими с горчицей, свежими овощами или печеным картофелем.",cooking,Parse
324/farshirovannye-sardelki-gril,16 апреля 2026 г.,"Шаг 1
Сардельки отварите в кипящей воде согласно инструкции на упаковке (обычно 5–7 минут). Затем остудите (можно залить холодной водой на несколько минут) и аккуратно снимите оболочку.
Шаг 2
Чернослив
, если он сухой, залейте кипятком на 5–10 минут, затем обсушите. Каждую сардельку надрежьте вдоль, но не до конца, чтобы получился «кармашек».
Шаг 3
Вложите в каждую сардельку по 3 размягченных сухофрукта. Плотно заверните сардельку в ломтик бекона, кончики закрепите деревянной шпажкой или зубочисткой.
Шаг 4
Разогрейте гриль (угольный, электрический или сковороду-гриль) до средней температуры. Выложите сардельки и жарьте, периодически переворачивая, 8–10 минут, пока 
бекон
 не станет румяным и хрустящим, а сардельки не прогреются изнутри.
Шаг 5
Готовые сардельки фаршированные переложите на блюдо, снимите шпажки (или оставьте для удобства подачи). Подавайте горячими с горчицей, свежими овощами или печеным картофелем.",cooking,Parse
496/kislo-sladkoe-myaso,16 апреля 2026 г.,"Шаг 1
Говядину (мякоть, лопатку или голяшку) вымойте, обсушите бумажным полотенцем. Нарежьте мясо крупными кусками (примерно 4–5 см). Посолите со всех сторон (примерно 1 ч. л. соли).
Шаг 2
В глубокой сковороде или сотейнике разогрейте кулинарный жир или масло. Выложите куски мяса в один слой (если не помещаются, обжаривайте партиями) и обжарьте на сильном огне до румяной корочки со всех сторон. Мясо должно лишь подрумяниться, но не прожариться полностью.
Шаг 3
Переложите обжаренное мясо в кастрюлю для тушения (или оставьте в сотейнике). Добавьте мелко нарезанный лук, 
лавровый лист
 и черный перец. Залейте водой так, чтобы она покрывала мясо примерно на два пальца (на 2 см выше уровня мяса). Доведите до кипения, убавьте огонь до минимума, накройте крышкой и тушите 1 час.
Шаг 4
Через час аккуратно выньте мясо из сотейника шумовкой и переложите в отдельную миску. Процедите оставшийся соус через сито, чтобы удалить лук и лавровый лист. Лук уже отдал свой вкус и больше не нужен.
Шаг 5
Медовый пряник натрите на мелкой терке. Изюм промойте горячей водой и обсушите. Если используете лимонную кислоту, разведите ее в столовой ложке теплой воды. 
Шаг 6
Верните процеженный соус обратно в кастрюлю. Добавьте в него тертый пряник, 
мед
, изюм, сахар, лимонную кислоту (или сок половины лимона) и сухари из белого хлеба. Тщательно перемешайте. Верните мясо в соус.
Шаг 7
Снова поставьте кастрюлю на маленький огонь, накройте крышкой и тушите еще 30–60 минут, пока мясо не станет совершенно мягким и не начнет распадаться на волокна. Соус должен загустеть и стать насыщенным, кисло-сладким. При необходимости в процессе тушения можно добавить немного кипятка, если соус слишком быстро выпаривается.
Шаг 8
Готовое мясо в кисло-сладком соусе подавайте горячим, с картофельным пюре, отварным картофелем или просто с хрустящим хлебом, чтобы макать его в густой ароматный соус. Можно украсить свежей зеленью — укропом или петрушкой.",cooking,Parse
